,County,State,Temp
1604,Ray County, Missouri,53.01
1605,Stone County, Missouri,68
1606,Reynolds County, Missouri,66.99
1607,St. Louis County, Missouri,69.01
1608,Scott County, Missouri,36
1609,Barry County, Missouri,39.2
1610,Barton County, Missouri,46.99
1611,Boone County, Missouri,46.99
1612,Cedar County, Missouri,37.99
1613,Cole County, Missouri,64.4
1614,Crawford County, Missouri,48
1615,Gasconade County, Missouri,68
1616,Iron County, Missouri,44.6
1617,Livingston County, Missouri,37.4
1618,Macon County, Missouri,61
1619,Moniteau County, Missouri,64.4
1620,Oregon County, Missouri,33.01
1621,Pemiscot County, Missouri,68
1622,Pettis County, Missouri,60.01
1623,Ste. Genevieve County, Missouri,69.01
1624,Shannon County, Missouri,69.8
1625,Randolph County, Missouri,48
1626,Douglas County, Missouri,52
1627,Dunklin County, Missouri,68
1628,Franklin County, Missouri,51.01
1629,Henry County, Missouri,77
1630,Howard County, Missouri,41
1631,Jackson County, Missouri,51.01
1632,Lawrence County, Missouri,48
1633,Miller County, Missouri,78.01
1634,Pulaski County, Missouri,75.99
1635,Putnam County, Missouri,46.99
1636,Taney County, Missouri,71.6
1637,Buchanan County, Missouri,44.6
1638,Caldwell County, Missouri,48
1639,Callaway County, Missouri,62.01
1640,Cass County, Missouri,37.4
1641,Clinton County, Missouri,37.99
1642,Cooper County, Missouri,64
1643,Dallas County, Missouri,79
1644,Gentry County, Missouri,41
1645,Hickory County, Missouri,64.4
1646,Lincoln County, Missouri,48.2
1647,Mississippi County, Missouri,68
1648,Monroe County, Missouri,37.99
1649,Newton County, Missouri,75.2
1650,Ozark County, Missouri,73.4
1651,Pike County, Missouri,48.2
1652,St. Charles County, Missouri,69.01
1653,Mercer County, Missouri,51.01
1654,Madison County, Missouri,66.99
1655,Wright County, Missouri,36
1656,Clay County, Missouri,82.4
1657,Vernon County, Missouri,36
1658,Dent County, Missouri,66.99
1659,Saline County, Missouri,75.99
1660,Nodaway County, Missouri,39
1661,Worth County, Missouri,34
1662,Chariton County, Missouri,60.01
1663,Grundy County, Missouri,39.99
1664,Morgan County, Missouri,44.01
1665,Wayne County, Missouri,37
1666,Bollinger County, Missouri,68
1667,Cape Girardeau County, Missouri,68
1668,Shelby County, Missouri,63
1669,Webster County, Missouri,35.01
1670,Atchison County, Missouri,43
1671,Bates County, Missouri,55.4
1672,Benton County, Missouri,37.99
1673,Custer County, Montana,59
1674,Hill County, Montana,81
1675,Chouteau County, Montana,28
1676,Treasure County, Montana,28.99
1677,Phillips County, Montana,69.01
1678,Powder River County, Montana,29.29
1679,Lincoln County, Montana,48.2
1680,Park County, Montana,52
1681,Roosevelt County, Montana,64
1682,Blaine County, Montana,28.4
1683,Liberty County, Montana,82
1684,Sweet Grass County, Montana,30.99
1685,Richland County, Montana,68
1686,Teton County, Montana,27
1687,Prairie County, Montana,73.99
1688,Toole County, Montana,28
1689,Glacier County, Montana,26.6
1690,Fallon County, Montana,23
1691,Daniels County, Montana,21
1692,Stillwater County, Montana,34
1693,Golden Valley County, Montana,23
1694,Judith Basin County, Montana,30
1695,Silver Bow County, Montana,30.99
1696,Deer Lodge County, Montana,28.4
1697,Jefferson County, Montana,52
1698,Granite County, Montana,33.01
1699,McCone County, Montana,23
1700,Wheatland County, Montana,28
1701,Madison County, Montana,66.99
1702,Rosebud County, Montana,28.99
1703,Sheridan County, Montana,34
1704,Carter County, Montana,66.2
1705,Dawson County, Montana,64.4
1706,Big Horn County, Montana,35.01
1707,Broadwater County, Montana,28.99
1708,Lake County, Montana,39.2
1709,Lewis and Clark County, Montana,28.99
1710,Pondera County, Montana,26.6
1711,Yellowstone County, Montana,34
1712,Missoula County, Montana,37
1713,Ravalli County, Montana,28
1714,Valley County, Montana,26.6
1715,Cascade County, Montana,28.99
1716,Fergus County, Montana,30
1717,Garfield County, Montana,41
1718,Mineral County, Montana,39.2
1719,Petroleum County, Montana,25
1720,Powell County, Montana,59
1721,Sanders County, Montana,34
1722,Wibaux County, Montana,24.8
1723,Gallatin County, Montana,28
1724,Meagher County, Montana,24.47
1725,Carbon County, Montana,48.2
1726,Beaverhead County, Montana,30.2
1727,Flathead County, Montana,32
1728,Musselshell County, Montana,34
1729,Garden County, Nebraska,30.2
1730,Hooker County, Nebraska,32
1731,Morrill County, Nebraska,35.6
1732,Nemaha County, Nebraska,41
1733,Seward County, Nebraska,60.8
1734,Thomas County, Nebraska,78.8
1735,Dakota County, Nebraska,36
1736,Webster County, Nebraska,35.01
1737,Antelope County, Nebraska,32
1738,Chase County, Nebraska,53.6
1739,Butler County, Nebraska,46.99
1740,Clay County, Nebraska,82.4
1741,Arthur County, Nebraska,35.6
1742,Custer County, Nebraska,59
1743,Franklin County, Nebraska,51.01
1744,Gage County, Nebraska,37.4
1745,Hamilton County, Nebraska,46.99
1746,Loup County, Nebraska,30.2
1747,Jefferson County, Nebraska,52
1748,Kearney County, Nebraska,32
1749,Keith County, Nebraska,35.6
1750,Madison County, Nebraska,66.99
1751,Perkins County, Nebraska,41
1752,Phelps County, Nebraska,66.99
1753,Saunders County, Nebraska,37.4
1754,Scotts Bluff County, Nebraska,34
1755,Wayne County, Nebraska,37
1756,Keya Paha County, Nebraska,26.6
1757,Kimball County, Nebraska,35.6
1758,Knox County, Nebraska,64.99
1759,Lincoln County, Nebraska,48.2
1760,Merrick County, Nebraska,32
1761,Pierce County, Nebraska,48
1762,Sioux County, Nebraska,34
1763,Burt County, Nebraska,36
1764,Cass County, Nebraska,37.4
1765,Cuming County, Nebraska,37.4
1766,Dixon County, Nebraska,34
1767,Dundy County, Nebraska,44.6
1768,Grant County, Nebraska,37.4
1769,Greeley County, Nebraska,53.6
1770,Hall County, Nebraska,64.4
1771,Hayes County, Nebraska,41
1772,Otoe County, Nebraska,37
1773,Red Willow County, Nebraska,41
1774,Cedar County, Nebraska,37.99
1775,Dawes County, Nebraska,32
1776,Johnson County, Nebraska,44.6
1777,Cheyenne County, Nebraska,35.6
1778,Dawson County, Nebraska,64.4
1779,Garfield County, Nebraska,41
1780,McPherson County, Nebraska,52
1781,Nance County, Nebraska,33.8
1782,Pawnee County, Nebraska,46.4
1783,Stanton County, Nebraska,59
1784,Valley County, Nebraska,26.6
1785,Wheeler County, Nebraska,30.99
1786,Harlan County, Nebraska,64
1787,York County, Nebraska,48.99
1788,Blaine County, Nebraska,28.4
1789,Buffalo County, Nebraska,37.4
1790,Colfax County, Nebraska,59
1791,Deuel County, Nebraska,35.6
1792,Hitchcock County, Nebraska,41
1793,Logan County, Nebraska,46
1794,Platte County, Nebraska,44.6
1795,Polk County, Nebraska,84.2
1796,Thayer County, Nebraska,37.4
1797,Box Butte County, Nebraska,34
1798,Brown County, Nebraska,37
1799,Adams County, Nebraska,52
1800,Sheridan County, Nebraska,34
1801,Lancaster County, Nebraska,46.99
1802,Boone County, Nebraska,46.99
1803,Nuckolls County, Nebraska,35.6
1804,Rock County, Nebraska,36
1805,Banner County, Nebraska,34
1806,Frontier County, Nebraska,39
1807,Sherman County, Nebraska,39.99
1808,Douglas County, Nebraska,52
1809,Richardson County, Nebraska,37.99
1810,Howard County, Nebraska,41
1811,Holt County, Nebraska,30
1812,Furnas County, Nebraska,39.2
1813,Gosper County, Nebraska,33.8
1814,Saline County, Nebraska,75.99
1815,Sarpy County, Nebraska,37
1816,Thurston County, Nebraska,48
1817,Washington County, Nebraska,50
1818,Boyd County, Nebraska,57.99
1819,Cherry County, Nebraska,28.4
1820,Dodge County, Nebraska,35.01
1821,Fillmore County, Nebraska,36
1822,Cheshire County, New Hampshire,44.6
1823,Merrimack County, New Hampshire,44.01
1824,Grafton County, New Hampshire,39.2
1825,Rockingham County, New Hampshire,39
1826,Belknap County, New Hampshire,42.01
1827,Sullivan County, New Hampshire,46.99
1828,Hillsborough County, New Hampshire,84.2
1829,Strafford County, New Hampshire,44.01
1830,Coos County, New Hampshire,54
1831,Carroll County, New Hampshire,41
1832,Churchill County, Nevada,46.4
1833,Douglas County, Nevada,52
1834,Lander County, Nevada,42.8
1835,Pershing County, Nevada,45
1836,Esmeralda County, Nevada,48.99
1837,Eureka County, Nevada,42.8
1838,Humboldt County, Nevada,51.8
1839,Mineral County, Nevada,39.2
1840,White Pine County, Nevada,37.4
1841,Elko County, Nevada,37.4
1842,Lincoln County, Nevada,48.2
1843,Nye County, Nevada,41.21
1844,Storey County, Nevada,46
1845,Washoe County, Nevada,43
1846,Clark County, Nevada,60.01
1847,Carson City, Nevada,45
1848,Lyon County, Nevada,46.4
1849,Monmouth County, New Jersey,48.99
1850,Mercer County, New Jersey,51.01
1851,Sussex County, New Jersey,44.01
1852,Cumberland County, New Jersey,55.99
1853,Somerset County, New Jersey,48.99
1854,Essex County, New Jersey,48.2
1855,Ocean County, New Jersey,50
1856,Atlantic County, New Jersey,50
1857,Gloucester County, New Jersey,50
1858,Middlesex County, New Jersey,48.99
1859,Salem County, New Jersey,50
1860,Passaic County, New Jersey,48.2
1861,Cape May County, New Jersey,46.4
1862,Camden County, New Jersey,50
1863,Bergen County, New Jersey,48.2
1864,Union County, New Jersey,51.01
1865,Warren County, New Jersey,46.99
1866,Hudson County, New Jersey,48.2
1867,Hunterdon County, New Jersey,48.99
1868,Burlington County, New Jersey,50
1869,Morris County, New Jersey,48.2
1870,San Juan County, New Mexico,46.99
1871,Quay County, New Mexico,64.4
1872,Lincoln County, New Mexico,48.2
1873,Chaves County, New Mexico,68
1874,Lea County, New Mexico,66.2
1875,Santa Fe County, New Mexico,57
1876,Union County, New Mexico,51.01
1877,Sierra County, New Mexico,44.6
1878,Socorro County, New Mexico,59
1879,Roosevelt County, New Mexico,64
1880,Los Alamos County, New Mexico,53.01
1881,Rio Arriba County, New Mexico,37
1882,San Miguel County, New Mexico,42.8
1883,Otero County, New Mexico,64
1884,Valencia County, New Mexico,59
1885,Torrance County, New Mexico,57
1886,Bernalillo County, New Mexico,59
1887,Cibola County, New Mexico,50
1888,De Baca County, New Mexico,64
1889,Guadalupe County, New Mexico,88
1890,Catron County, New Mexico,48.99
1891,Hidalgo County, New Mexico,93.2
1892,Luna County, New Mexico,60.8
1893,McKinley County, New Mexico,50
1894,Sandoval County, New Mexico,57
1895,Taos County, New Mexico,46
1896,Grant County, New Mexico,37.4
1897,Curry County, New Mexico,54
1898,Colfax County, New Mexico,59
1899,Eddy County, New Mexico,71.01
1900,Harding County, New Mexico,63
1901,Mora County, New Mexico,50
1902,Schoharie County, New York,41
1903,Bronx County, New York,46.99
1904,Onondaga County, New York,39.99
1905,Fulton County, New York,77
1906,Clinton County, New York,37.99
1907,Seneca County, New York,39.99
1908,Rensselaer County, New York,43
1909,Putnam County, New York,46.99
1910,Franklin County, New York,51.01
1911,Herkimer County, New York,39
1912,Ontario County, New York,39.99
1913,Queens County, New York,46.99
1914,Steuben County, New York,45
1915,Hamilton County, New York,46.99
1916,Washington County, New York,50
1917,Chautauqua County, New York,46
1918,Kings County, New York,60.01
1919,Tioga County, New York,44.01
1920,Cayuga County, New York,42.01
1921,Orleans County, New York,37.99
1922,Saratoga County, New York,41
1923,Rockland County, New York,46.99
1924,Columbia County, New York,78.8
1925,Lewis County, New York,46.99
1926,Niagara County, New York,39.99
1927,Westchester County, New York,46.99
1928,Delaware County, New York,50
1929,Essex County, New York,48.2
1930,Montgomery County, New York,42.01
1931,Nassau County, New York,46.99
1932,Richmond County, New York,78.8
1933,St. Lawrence County, New York,37.99
1934,Schuyler County, New York,45
1935,Tompkins County, New York,44.01
1936,Warren County, New York,46.99
1937,Chenango County, New York,44.01
1938,Cortland County, New York,44.01
1939,Dutchess County, New York,46
1940,Jefferson County, New York,52
1941,Monroe County, New York,37.99
1942,Oneida County, New York,39.99
1943,Suffolk County, New York,46.4
1944,Ulster County, New York,45
1945,Wyoming County, New York,42.01
1946,Chemung County, New York,44.01
1947,Livingston County, New York,37.4
1948,Oswego County, New York,39.99
1949,Otsego County, New York,44.01
1950,Greene County, New York,46.4
1951,Wayne County, New York,37
1952,Albany County, New York,43
1953,Allegany County, New York,44.01
1954,Broome County, New York,44.01
1955,Cattaraugus County, New York,45
1956,Erie County, New York,41
1957,Madison County, New York,66.99
1958,Schenectady County, New York,41
1959,Sullivan County, New York,46.99
1960,Genesee County, New York,37
1961,Yates County, New York,39.99
1962,Orange County, New York,63
1963,Scotland County, North Carolina,57
1964,Watauga County, North Carolina,61
1965,Halifax County, North Carolina,52
1966,Alamance County, North Carolina,48.99
1967,Tyrrell County, North Carolina,48.2
1968,Greene County, North Carolina,46.4
1969,Haywood County, North Carolina,64.99
1970,Mitchell County, North Carolina,63
1971,Chowan County, North Carolina,46.99
1972,Alleghany County, North Carolina,37.4
1973,Caldwell County, North Carolina,48
1974,Catawba County, North Carolina,46.4
1975,Cleveland County, North Carolina,46.4
1976,Craven County, North Carolina,55.99
1977,Edgecombe County, North Carolina,54
1978,Granville County, North Carolina,48.99
1979,Harnett County, North Carolina,51.01
1980,Hoke County, North Carolina,55
1981,Henderson County, North Carolina,51.01
1982,Hyde County, North Carolina,52
1983,Iredell County, North Carolina,46.99
1984,Mecklenburg County, North Carolina,48.99
1985,Northampton County, North Carolina,48.99
1986,Pitt County, North Carolina,55
1987,Rowan County, North Carolina,48.2
1988,Vance County, North Carolina,52
1989,Cherokee County, North Carolina,75.2
1990,Currituck County, North Carolina,46.99
1991,Union County, North Carolina,51.01
1992,Wilkes County, North Carolina,43
1993,Forsyth County, North Carolina,68
1994,Nash County, North Carolina,54
1995,Alexander County, North Carolina,45
1996,Bladen County, North Carolina,64
1997,Dare County, North Carolina,50
1998,Carteret County, North Carolina,55
1999,Warren County, North Carolina,46.99
2000,Wilson County, North Carolina,54
2001,Bertie County, North Carolina,54
2002,Gates County, North Carolina,46.99
2003,Graham County, North Carolina,60.8
2004,Martin County, North Carolina,80.6
2005,Madison County, North Carolina,66.99
2006,Pamlico County, North Carolina,55
2007,Perquimans County, North Carolina,48.2
2008,Polk County, North Carolina,84.2
2009,Randolph County, North Carolina,48
2010,Rockingham County, North Carolina,39
2011,Stokes County, North Carolina,43
2012,Washington County, North Carolina,50
2013,Camden County, North Carolina,50
2014,Clay County, North Carolina,82.4
2015,Cumberland County, North Carolina,55.99
2016,Gaston County, North Carolina,48.99
2017,Guilford County, North Carolina,46.4
2018,Jackson County, North Carolina,51.01
2019,Moore County, North Carolina,51.8
2020,Pasquotank County, North Carolina,46.99
2021,Robeson County, North Carolina,64
2022,Stanly County, North Carolina,50
2023,Swain County, North Carolina,64.99
2024,Wake County, North Carolina,51.01
2025,Yancey County, North Carolina,63
2026,Anson County, North Carolina,53.6
2027,Chatham County, North Carolina,75.2
2028,McDowell County, North Carolina,48
2029,Franklin County, North Carolina,51.01
2030,Johnston County, North Carolina,52
2031,Jones County, North Carolina,77
2032,Macon County, North Carolina,61
2033,Person County, North Carolina,48.99
2034,Brunswick County, North Carolina,64
2035,Transylvania County, North Carolina,57.2
2036,Ashe County, North Carolina,57
2037,Beaufort County, North Carolina,75.2
2038,Columbus County, North Carolina,64.99
2039,Lenoir County, North Carolina,55.99
2040,Lincoln County, North Carolina,48.2
2041,Montgomery County, North Carolina,42.01
2042,Onslow County, North Carolina,57
2043,Orange County, North Carolina,63
2044,Richmond County, North Carolina,78.8
2045,Rutherford County, North Carolina,64.4
2046,Sampson County, North Carolina,53.6
2047,Surry County, North Carolina,42.01
2048,Yadkin County, North Carolina,42.8
2049,Avery County, North Carolina,62.01
2050,Buncombe County, North Carolina,51.01
2051,Burke County, North Carolina,45
2052,Cabarrus County, North Carolina,48.99
2053,Caswell County, North Carolina,48.99
2054,Davie County, North Carolina,46
2055,Davidson County, North Carolina,46.99
2056,Duplin County, North Carolina,57.2
2057,Durham County, North Carolina,48.99
2058,Hertford County, North Carolina,50
2059,Lee County, North Carolina,84.99
2060,New Hanover County, North Carolina,62.01
2061,Pender County, North Carolina,60.8
2062,Wayne County, North Carolina,37
2063,Burke County, North Dakota,45
2064,Mountrail County, North Dakota,19.4
2065,Traill County, North Dakota,30
2066,Williams County, North Dakota,21.2
2067,Billings County, North Dakota,24.01
2068,Dickey County, North Dakota,26.6
2069,Kidder County, North Dakota,23
2070,Cavalier County, North Dakota,28.4
2071,Ward County, North Dakota,23
2072,Grant County, North Dakota,37.4
2073,McHenry County, North Dakota,39.2
2074,Pembina County, North Dakota,28.4
2075,Steele County, North Dakota,35.01
2076,Benson County, North Dakota,23
2077,Hettinger County, North Dakota,21.2
2078,LaMoure County, North Dakota,24.8
2079,Morton County, North Dakota,23
2080,Cass County, North Dakota,37.4
2081,Dunn County, North Dakota,37.4
2082,Emmons County, North Dakota,23
2083,McIntosh County, North Dakota,75.99
2084,Nelson County, North Dakota,39.2
2085,Richland County, North Dakota,68
2086,Rolette County, North Dakota,23
2087,Walsh County, North Dakota,28.4
2088,Adams County, North Dakota,52
2089,Bottineau County, North Dakota,23
2090,Barnes County, North Dakota,24.8
2091,Eddy County, North Dakota,71.01
2092,Grand Forks County, North Dakota,28.4
2093,McKenzie County, North Dakota,23
2094,Mercer County, North Dakota,51.01
2095,McLean County, North Dakota,45
2096,Pierce County, North Dakota,48
2097,Ransom County, North Dakota,28.99
2098,Renville County, North Dakota,33.8
2099,Sioux County, North Dakota,34
2100,Bowman County, North Dakota,24.8
2101,Burleigh County, North Dakota,23
2102,Golden Valley County, North Dakota,23
2103,Logan County, North Dakota,46
2104,Oliver County, North Dakota,23
2105,Towner County, North Dakota,23
2106,Stutsman County, North Dakota,24.8
2107,Ramsey County, North Dakota,36
2108,Divide County, North Dakota,21.99
2109,Foster County, North Dakota,24.8
2110,Griggs County, North Dakota,24.8
2111,Sargent County, North Dakota,30.2
2112,Sheridan County, North Dakota,34
2113,Slope County, North Dakota,24.01
2114,Stark County, North Dakota,48.2
2115,Wells County, North Dakota,39.99
2116,Gallia County, Ohio,57.99
2117,Huron County, Ohio,33.01
2118,Mahoning County, Ohio,48.2
2119,Athens County, Ohio,55.99
2120,Adams County, Ohio,52
2121,Scioto County, Ohio,54
2122,Medina County, Ohio,48.2
2123,Meigs County, Ohio,55.99
2124,Union County, Ohio,51.01
2125,Champaign County, Ohio,45
2126,Pike County, Ohio,48.2
2127,Paulding County, Ohio,77
2128,Greene County, Ohio,46.4
2129,Hamilton County, Ohio,46.99
2130,Franklin County, Ohio,51.01
2131,Lawrence County, Ohio,48
2132,Marion County, Ohio,48
2133,Morgan County, Ohio,44.01
2134,Tuscarawas County, Ohio,52
2135,Wayne County, Ohio,37
2136,Wyandot County, Ohio,46.99
2137,Brown County, Ohio,37
2138,Butler County, Ohio,46.99
2139,Erie County, Ohio,41
2140,Harrison County, Ohio,72
2141,Knox County, Ohio,64.99
2142,Licking County, Ohio,51.01
2143,Richland County, Ohio,68
2144,Vinton County, Ohio,55.99
2145,Carroll County, Ohio,41
2146,Hancock County, Ohio,43
2147,Clermont County, Ohio,46.99
2148,Fairfield County, Ohio,51.8
2149,Defiance County, Ohio,41
2150,Highland County, Ohio,46.4
2151,Henry County, Ohio,77
2152,Jefferson County, Ohio,52
2153,Portage County, Ohio,48.2
2154,Putnam County, Ohio,46.99
2155,Belmont County, Ohio,52
2156,Clinton County, Ohio,37.99
2157,Fayette County, Ohio,77
2158,Perry County, Ohio,44.6
2159,Pickaway County, Ohio,50
2160,Logan County, Ohio,46
2161,Madison County, Ohio,66.99
2162,Summit County, Ohio,48.99
2163,Muskingum County, Ohio,54
2164,Sandusky County, Ohio,46.4
2165,Shelby County, Ohio,63
2166,Van Wert County, Ohio,41
2167,Washington County, Ohio,50
2168,Williams County, Ohio,21.2
2169,Auglaize County, Ohio,41
2170,Columbiana County, Ohio,48.2
2171,Darke County, Ohio,44.6
2172,Ottawa County, Ohio,39.2
2173,Fulton County, Ohio,77
2174,Hardin County, Ohio,80.6
2175,Jackson County, Ohio,51.01
2176,Lucas County, Ohio,37.4
2177,Morrow County, Ohio,51.01
2178,Noble County, Ohio,39.2
2179,Preble County, Ohio,46.99
2180,Seneca County, Ohio,39.99
2181,Stark County, Ohio,48.2
2182,Allen County, Ohio,41
2183,Coshocton County, Ohio,52
2184,Crawford County, Ohio,48
2185,Delaware County, Ohio,50
2186,Geauga County, Ohio,48.2
2187,Guernsey County, Ohio,53.6
2188,Hocking County, Ohio,53.01
2189,Lake County, Ohio,39.2
2190,Mercer County, Ohio,51.01
2191,Ross County, Ohio,51.8
2192,Clark County, Ohio,60.01
2193,Cuyahoga County, Ohio,48.2
2194,Holmes County, Ohio,51.01
2195,Lorain County, Ohio,48.2
2196,Miami County, Ohio,44.6
2197,Monroe County, Ohio,37.99
2198,Montgomery County, Ohio,42.01
2199,Trumbull County, Ohio,48.2
2200,Warren County, Ohio,46.99
2201,Wood County, Ohio,35.6
2202,Ashland County, Ohio,48.2
2203,Ashtabula County, Ohio,46.4
2204,Adair County, Oklahoma,60.01
2205,Seminole County, Oklahoma,84
2206,Stephens County, Oklahoma,55.99
2207,Cimarron County, Oklahoma,60.8
2208,Blaine County, Oklahoma,28.4
2209,Carter County, Oklahoma,66.2
2210,Coal County, Oklahoma,75
2211,Grant County, Oklahoma,37.4
2212,Greer County, Oklahoma,75.2
2213,Kingfisher County, Oklahoma,70
2214,McClain County, Oklahoma,73
2215,McIntosh County, Oklahoma,75.99
2216,Marshall County, Oklahoma,69.01
2217,Murray County, Oklahoma,66
2218,Noble County, Oklahoma,39.2
2219,Nowata County, Oklahoma,68
2220,Ottawa County, Oklahoma,39.2
2221,Rogers County, Oklahoma,69.01
2222,Sequoyah County, Oklahoma,73.99
2223,Wagoner County, Oklahoma,72
2224,Alfalfa County, Oklahoma,64.4
2225,Woods County, Oklahoma,63
2226,Caddo County, Oklahoma,75.2
2227,Cleveland County, Oklahoma,46.4
2228,Muskogee County, Oklahoma,73.4
2229,Okfuskee County, Oklahoma,71.6
2230,Atoka County, Oklahoma,77
2231,Bryan County, Oklahoma,78.8
2232,Dewey County, Oklahoma,69.8
2233,Harper County, Oklahoma,63
2234,Kay County, Oklahoma,66.99
2235,Logan County, Oklahoma,46
2236,Craig County, Oklahoma,37.99
2237,Tulsa County, Oklahoma,71.01
2238,Washington County, Oklahoma,50
2239,Canadian County, Oklahoma,71.6
2240,Harmon County, Oklahoma,75.2
2241,Haskell County, Oklahoma,70.01
2242,Latimer County, Oklahoma,75
2243,Okmulgee County, Oklahoma,72
2244,Osage County, Oklahoma,68
2245,Jefferson County, Oklahoma,52
2246,Pushmataha County, Oklahoma,77
2247,Garfield County, Oklahoma,41
2248,Garvin County, Oklahoma,75.2
2249,Johnston County, Oklahoma,52
2250,Pittsburg County, Oklahoma,73
2251,Pontotoc County, Oklahoma,75.2
2252,Roger Mills County, Oklahoma,71.6
2253,Woodward County, Oklahoma,66.2
2254,Cherokee County, Oklahoma,75.2
2255,Delaware County, Oklahoma,50
2256,Ellis County, Oklahoma,80.01
2257,Grady County, Oklahoma,73.99
2258,Payne County, Oklahoma,69.8
2259,Pottawatomie County, Oklahoma,43
2260,Creek County, Oklahoma,69.01
2261,Tillman County, Oklahoma,75.2
2262,Washita County, Oklahoma,75.2
2263,Cotton County, Oklahoma,75.99
2264,Kiowa County, Oklahoma,53.6
2265,Le Flore County, Oklahoma,77
2266,McCurtain County, Oklahoma,77
2267,Major County, Oklahoma,64.4
2268,Mayes County, Oklahoma,72
2269,Oklahoma County, Oklahoma,71.6
2270,Custer County, Oklahoma,59
2271,Beaver County, Oklahoma,48
2272,Love County, Oklahoma,75.2
2273,Beckham County, Oklahoma,75.2
2274,Hughes County, Oklahoma,28.99
2275,Choctaw County, Oklahoma,77
2276,Jackson County, Oklahoma,51.01
2277,Comanche County, Oklahoma,75.2
2278,Lincoln County, Oklahoma,48.2
2279,Pawnee County, Oklahoma,46.4
2280,Marion County, Oregon,48
2281,Jackson County, Oregon,51.01
2282,Douglas County, Oregon,52
2283,Grant County, Oregon,37.4
2284,Jefferson County, Oregon,52
2285,Polk County, Oregon,84.2
2286,Clackamas County, Oregon,51.01
2287,Deschutes County, Oregon,33.01
2288,Linn County, Oregon,35.6
2289,Tillamook County, Oregon,50
2290,Yamhill County, Oregon,50
2291,Baker County, Oregon,35.01
2292,Josephine County, Oregon,51.8
2293,Klamath County, Oregon,35.01
2294,Umatilla County, Oregon,37
2295,Lincoln County, Oregon,48.2
2296,Benton County, Oregon,37.99
2297,Columbia County, Oregon,78.8
2298,Crook County, Oregon,33.01
2299,Sherman County, Oregon,39.99
2300,Wasco County, Oregon,39
2301,Harney County, Oregon,32
2302,Lane County, Oregon,46.4
2303,Malheur County, Oregon,29.65
2304,Wallowa County, Oregon,37.99
2305,Washington County, Oregon,50
2306,Wheeler County, Oregon,30.99
2307,Morrow County, Oregon,51.01
2308,Clatsop County, Oregon,48.99
2309,Coos County, Oregon,54
2310,Curry County, Oregon,54
2311,Gilliam County, Oregon,35.01
2312,Hood River County, Oregon,46.99
2313,Lake County, Oregon,39.2
2314,Multnomah County, Oregon,50
2315,Union County, Oregon,51.01
2316,Newport County, Rhode Island,46
2317,Kent County, Rhode Island,39.2
2318,Providence County, Rhode Island,46
2319,Bristol County, Rhode Island,46.4
2320,Washington County, Rhode Island,50
2321,Delaware County, Pennsylvania,50
2322,Franklin County, Pennsylvania,51.01
2323,Union County, Pennsylvania,51.01
2324,Wayne County, Pennsylvania,37
2325,Bedford County, Pennsylvania,37.4
2326,Dauphin County, Pennsylvania,45
2327,Forest County, Pennsylvania,35.6
2328,Somerset County, Pennsylvania,48.99
2329,Monroe County, Pennsylvania,37.99
2330,Philadelphia County, Pennsylvania,50
2331,York County, Pennsylvania,48.99
2332,Westmoreland County, Pennsylvania,46.4
2333,Blair County, Pennsylvania,44.01
2334,Bradford County, Pennsylvania,82.4
2335,Cambria County, Pennsylvania,46.4
2336,Chester County, Pennsylvania,46.99
2337,Berks County, Pennsylvania,46.99
2338,Huntingdon County, Pennsylvania,44.01
2339,Indiana County, Pennsylvania,46.4
2340,Lawrence County, Pennsylvania,48
2341,Mifflin County, Pennsylvania,44.6
2342,Washington County, Pennsylvania,50
2343,Cumberland County, Pennsylvania,55.99
2344,Allegheny County, Pennsylvania,48
2345,Pike County, Pennsylvania,48.2
2346,Snyder County, Pennsylvania,46
2347,Susquehanna County, Pennsylvania,46.99
2348,Crawford County, Pennsylvania,48
2349,Erie County, Pennsylvania,41
2350,Fulton County, Pennsylvania,77
2351,Juniata County, Pennsylvania,44.6
2352,Schuylkill County, Pennsylvania,46.99
2353,Wyoming County, Pennsylvania,42.01
2354,Adams County, Pennsylvania,52
2355,Armstrong County, Pennsylvania,48
2356,Clinton County, Pennsylvania,37.99
2357,Carbon County, Pennsylvania,48.2
2358,Centre County, Pennsylvania,44.01
2359,Northumberland County, Pennsylvania,46.99
2360,Northampton County, Pennsylvania,48.99
2361,Cameron County, Pennsylvania,91.4
2362,Venango County, Pennsylvania,46.99
2363,Beaver County, Pennsylvania,48
2364,Bucks County, Pennsylvania,50
2365,Lackawanna County, Pennsylvania,46.99
2366,Lehigh County, Pennsylvania,48
2367,McKean County, Pennsylvania,43
2368,Fayette County, Pennsylvania,77
2369,Clarion County, Pennsylvania,46.4
2370,Montgomery County, Pennsylvania,42.01
2371,Clearfield County, Pennsylvania,43
2372,Greene County, Pennsylvania,46.4
2373,Lebanon County, Pennsylvania,46
2374,Lycoming County, Pennsylvania,48
2375,Luzerne County, Pennsylvania,48.2
2376,Montour County, Pennsylvania,48
2377,Warren County, Pennsylvania,46.99
2378,Columbia County, Pennsylvania,78.8
2379,Butler County, Pennsylvania,46.99
2380,Elk County, Pennsylvania,43
2381,Jefferson County, Pennsylvania,52
2382,Lancaster County, Pennsylvania,46.99
2383,Mercer County, Pennsylvania,51.01
2384,Perry County, Pennsylvania,44.6
2385,Potter County, Pennsylvania,70
